key,char,skillType,name,command,fire,persistence,rigidity,totalFrame,hit,guard,cancel,damage,correction,dHit,dGuard,dPunish,saGauge,attackType,imageFile,movieFile,comment
kimberly,キンバリー,通常技,しゃがみ強P（肘打ち）,2 + PH,8,13,17,30,3,-2,C,720,"",250,-500,-1000,1000,上,,,強制立ち効果
kimberly,キンバリー,通常技,しゃがみ強K（水面蹴り）,2 + KH,8,10,24,34,,-10,"",810,"",250,-500,-1000,1200,下,,,カウンター/パニッシュカウンター時ダウン時間増加
kimberly,キンバリー,通常技,ジャンプ弱P（空平手）,（ジャンプ中に）PL,4,13,3,16,,,"",270,"",50,-150,-200,300,中,,,""
kimberly,キンバリー,通常技,ジャンプ弱K（跳び膝）,（ジャンプ中に）KL,5,14,3,17,,,"",270,"",50,-150,-200,300,中,,,めくり性能
kimberly,キンバリー,通常技,ジャンプ中P（空裏拳）,（ジャンプ中に）PM,6,9,3,12,,,C,450,"",100,-250,-500,500,中,,,空中ヒット時吹き飛びダウン
kimberly,キンバリー,通常技,ジャンプ中K（会心脚）,（ジャンプ中に）KM,7,12,3,15,,,"",540,"",100,-250,-400,500,中,,,めくり性能
kimberly,キンバリー,通常技,ジャンプ強P（空肘打ち）,（ジャンプ中に）PH,8,12,3,15,,,"",630,"",200,-400,-500,1000,中,,,""
kimberly,キンバリー,通常技,ジャンプ強K（旋回蹴り）,（ジャンプ中に）KH,9,14,3,17,,,"",630,"",200,-400,-500,1000,中,,,""
kimberly,キンバリー,特殊技,水切り蹴り,3 + KM,11,20,16,36,1,-5,"",450,始動補正15%,100,-200,-400,500,下,水切り蹴り.jpg,水切り蹴り.mp4,持続1～4Fパニッシュカウンター時ダウン
kimberly,キンバリー,特殊技,風車,4 + KH,22,23,19,42,4,-3,"",720,始動補正25%,250,-500,-1000,1000,中,風車.jpg,風車.mp4,強制しゃがみ効果
kimberly,キンバリー,特殊技,飛箭蹴,6 + KH,27,29,21,50,1,-3,"",720,始動補正20%,300,-400,-700,800,上,飛箭蹴.jpg,飛箭蹴.mp4,18-32F　空中判定@@EOL@@空中ヒット時吹き飛びダウン@@EOL@@※ガード時硬直8F減少
kimberly,キンバリー,特殊技,矢来越え,（飛箭蹴後に）7 or 8 or 9,,,3,0,-10,-22,"",0,"",0,0,0,0,"",矢来越え.jpg,矢来越え.mp4,ジャンプ動作中空中技でキャンセル可能
kimberly,キンバリー,特殊技,肘落とし,（前ジャンプの頂点付近で） 2 + PM,13,25,8,33,,,"",540,"",100,-250,-400,500,上,肘落とし.jpg,肘落とし.mp4,空中ヒット時叩きつけダウン
kimberly,キンバリー,特殊技,武神虎連牙,PM > PH,10,12,26,38,,-12,C,360,"",150,-400,-800,800,上,武神虎連牙.jpg,武神虎連牙.mp4,""
kimberly,キンバリー,特殊技,武神天架拳（2段目）,PL > PM,6,8,18,26,1,-6,"",360,"",80,-200,-400,400,上,武神天架拳.jpg,武神天架拳.mp4,""
kimberly,キンバリー,特殊技,武神天架拳（3段目）,PL > PM > PH,12,13,25,38,,-10,"",440,"",150,-200,-400,700,上,武神天架拳.jpg,武神天架拳.mp4,""
kimberly,キンバリー,特殊技,武神天架拳（4段目）,PL > PM > PH > KH,26,28,24,52,,-12,"",520,"",150,-200,-400,800,上,武神天架拳.jpg,武神天架拳.mp4,""
kimberly,キンバリー,特殊技,武神獄鎖拳（3段目）,弱中 PL > PM > 2 + PH,10,11,25,36,2,-10,"",580,"",150,-200,-400,700,上,武神獄鎖拳.jpg,武神獄鎖拳.mp4,""
kimberly,キンバリー,特殊技,武神獄鎖拳（4段目）,弱中 PL > PM > 2 + PH > KH,15,17,24,41,,-12,"",750,"",150,-200,-400,800,上,武神獄鎖拳.jpg,武神獄鎖拳.mp4,""
kimberly,キンバリー,特殊技,武神獄鎖投げ,弱中 強 PL > PM > 2 + PH > 2 + KH,15,17,23,40,,-12,"",750,"",150,-200,0,700,上,武神獄鎖投げ.jpg,武神獄鎖投げ.mp4,""
kimberly,キンバリー,必殺技,弱武神旋風脚,214 + KL,6,36,17,53,,-30,"",990,"",200,-100,-500,1000,上,武神旋風脚.jpg,武神旋風脚.mp4,5-11F　空中判定の打撃・飛び道具に対して無敵@@EOL@@7-42F　空中判定@@EOL@@7-11F　投げに対して無敵
kimberly,キンバリー,必殺技,中武神旋風脚,214 + KM,7,37,17,54,,-32,"",1080,"",200,-100,-500,1000,上,武神旋風脚.jpg,武神旋風脚.mp4,6-12F　空中判定の打撃・飛び道具に対して無敵@@EOL@@8-45F　空中判定@@EOL@@8-12F　投げに対して無敵
kimberly,キンバリー,必殺技,強武神旋風脚,214 + KH,8,38,17,55,,-35,"",1170,"",200,-100,-500,1000,上,武神旋風脚.jpg,武神旋風脚.mp4,7-13F　空中判定の打撃・飛び道具に対して無敵@@EOL@@9-49F　空中判定@@EOL@@9-13F　投げに対して無敵
kimberly,キンバリー,必殺技,OD武神旋風脚,214 + KK,6,35,17,52,,-40,"",1410,始動補正30%,0,-100,-500,1200,上,武神旋風脚.jpg,武神旋風脚.mp4,1-11F　空中判定の打撃・飛び道具に対して無敵@@EOL@@7-47F　空中判定@@EOL@@7-11F　投げに対して無敵@@EOL@@4段目のみSA2でキャンセル可能
kimberly,キンバリー,必殺技,空中武神旋風脚,（前ジャンプ中に）214 + K,8,27,12,39,5,1,"",900,始動補正20%,200,-400,-500,1000,上,空中武神旋風脚.jpg,空中武神旋風脚.mp4,""
kimberly,キンバリー,必殺技,OD空中武神旋風脚,（前ジャンプ中に）214 + KK,8,27,12,39,5,1,SA2,990,始動補正20%コンボ補正20%,0,-300,-500,1200,上,空中武神旋風脚.jpg,空中武神旋風脚.mp4,※めくり性能
kimberly,キンバリー,必殺技,疾駆け,236 + K,,,55,0,,,"",0,"",0,0,0,0,"",疾駆け.jpg,疾駆け.mp4,8Fから専用技に派生可@@EOL@@16F以降、相手が一定距離内にいると弧空に自動派生
kimberly,キンバリー,必殺技,OD疾駆け,236 + KK,,,54,0,,,"",0,"",0,0,0,0,"",疾駆け.jpg,疾駆け.mp4,6Fから急停止に派生可@@EOL@@8Fから胴刎ね、影すくい、首狩りに派生可@@EOL@@14F以降、相手が一定距離内にいると弧空に自動派生
kimberly,キンバリー,必殺技,急停止,（疾駆け中に）P,,,14,0,,,"",0,"",0,0,0,0,"",急停止.jpg,急停止.mp4,""
kimberly,キンバリー,必殺技,OD急停止,（OD疾駆け中に）P,,,13,0,,,"",0,"",0,0,0,0,"",急停止.jpg,急停止.mp4,""
kimberly,キンバリー,必殺技,胴刎ね,（疾駆け中に）KL,21,27,16,43,,1,SA3,900,"",200,-400,-600,1200,上,胴刎ね.jpg,胴刎ね.mp4,""
kimberly,キンバリー,必殺技,OD胴刎ね,（OD疾駆け中に）KL,17,23,16,39,,3,SA2,1080,"",0,-600,-800,1200,上,胴刎ね.jpg,胴刎ね.mp4,""
kimberly,キンバリー,必殺技,影すくい,（疾駆け中に）KM,10,21,19,40,,-12,SA3,720,始動補正20%,200,-400,-800,1000,下,影すくい.jpg,影すくい.mp4,""
kimberly,キンバリー,必殺技,OD影すくい,（OD疾駆け中に）KM,8,19,19,38,,-10,SA2,900,始動補正20%,0,-500,-800,1000,下下,影すくい.jpg,影すくい.mp4,""
kimberly,キンバリー,必殺技,首狩り,（疾駆け中に）KH,19,23,19,42,,-3,SA3,900,"",200,-400,-800,1200,中,首狩り.jpg,首狩り.mp4,""
kimberly,キンバリー,必殺技,OD首狩り,（OD疾駆け中に）KH,15,19,19,38,,-1,SA2,1080,"",0,-500,-800,1200,中中,首狩り.jpg,首狩り.mp4,空中ヒット時床バウンド
kimberly,キンバリー,必殺技,弧空,（疾駆けで相手に一定距離まで近付くと自動派生）,6,15,4,19,3,-6,"",450,"",100,-300,-500,200,上,弧空.jpg,弧空.mp4,7-41F　空中判定@@EOL@@33F　専用技に派生可
kimberly,キンバリー,必殺技,OD弧空,（OD疾駆けで相手に一定距離まで近付くと自動派生）,6,15,4,19,3,-6,"",270,"",0,-300,-500,200,上,弧空.jpg,弧空.mp4,7-41F　空中判定@@EOL@@33F　専用技に派生可
kimberly,キンバリー,必殺技,武神イズナ落とし,（弧空中に）P,13,18,40,58,,,"",1440,"",200,0,-1000,3000,投,武神イズナ落とし.jpg,武神イズナ落とし.mp4,■クラシック操作@@EOL@@パニッシュカウンター時個別ダメージ（1656）@@EOL@@@@EOL@@■モダン操作時@@EOL@@パニッシュカウンター時個別ダメージ（1324）
kimberly,キンバリー,必殺技,OD武神イズナ落とし,（OD弧空中に）P,13,18,40,58,,,"",900,始動補正20％,0,0,-1000,1000,投,武神イズナ落とし.jpg,武神イズナ落とし.mp4,■クラシック操作@@EOL@@パニッシュカウンター時個別ダメージ（1035）@@EOL@@@@EOL@@■モダン操作時@@EOL@@パニッシュカウンター時個別ダメージ（828）
kimberly,キンバリー,必殺技,武神鉾刃脚,（弧空中に）K,13,18,20,38,,-8,"",630,"",200,-500,-1000,1000,上,武神鉾刃脚.jpg,武神鉾刃脚.mp4,""
kimberly,キンバリー,必殺技,OD武神鉾刃脚,（OD弧空中に）K,13,18,20,38,,-8,SA2,630,"",0,-250,-1000,1000,上,武神鉾刃脚.jpg,武神鉾刃脚.mp4,ヒット時のみ2段目に派生@@EOL@@ヒット時壁やられ
kimberly,キンバリー,必殺技,弱流転一文字,236 + PL,10,12,21,33,3,-4,SA3,810,始動補正20%,200,-400,-600,800,上,流転一文字.jpg,流転一文字.mp4,""
kimberly,キンバリー,必殺技,中流転一文字,236 + PM,17,43,28,71,,-12,SA3,1080,"",240,-400,-800,1200,上,流転一文字.jpg,流転一文字.mp4,※ヒット時のみ2段目派生
kimberly,キンバリー,必殺技,強流転一文字,236 + PH,24,45,28,73,,-12,SA3,540,"",200,-400,-600,1000,上,流転一文字.jpg,流転一文字.mp4,※ヒット時のみ2段目派生@@EOL@@　2段目ジャンプキャンセル可
kimberly,キンバリー,必殺技,OD流転一文字,236 + PP,17,38,28,66,,-12,SA2,540,"",0,-400,-600,1000,上,流転一文字.jpg,流転一文字.mp4,※ヒット時のみ2段目派生@@EOL@@　2段目ジャンプキャンセル可
kimberly,キンバリー,必殺技,彩隠形,214 + P,,,43,0,,,"",0,"",0,0,0,0,"",彩隠形.jpg,彩隠形.mp4,19-26F　完全無敵@@EOL@@34F目から移動、パリィ、ガード、彩隠形以外でキャンセル可
kimberly,キンバリー,必殺技,OD彩隠形,214 + PP,,,3,0,,,"",0,"",0,0,0,0,"",彩隠形.jpg,彩隠形.mp4,20-27F　完全無敵@@EOL@@34F目から空中技でキャンセル可@@EOL@@※着地硬直は移動以外でキャンセル可
kimberly,キンバリー,必殺技,召雷細工,22 + P,,,44,0,,,"",0,"",0,0,0,0,"",召雷細工.jpg,召雷細工.mp4,43F目に細工手裏剣ストックが1増加
kimberly,キンバリー,必殺技,OD召雷細工,22 + PP,,,44,0,,,"",0,"",0,0,0,0,"",召雷細工.jpg,召雷細工.mp4,43F目に細工手裏剣ストックが2増加
kimberly,キンバリー,必殺技,弱細工手裏剣,（細工手裏剣ストックが1以上で） 22 + PL,122,131,44,175,,,"",450,始動補正10％,100,-400,-600,600,上・弾,細工手裏剣.jpg,細工手裏剣.mp4,18F目に飛び道具発射@@EOL@@細工手裏剣ストックを1消費@@EOL@@※画面中央で発動した際の数値
kimberly,キンバリー,必殺技,中細工手裏剣,（細工手裏剣ストックが1以上で） 22 + PM,124,133,44,177,,,"",450,始動補正10％,100,-400,-600,600,上・弾,細工手裏剣.jpg,細工手裏剣.mp4,18F目に飛び道具発射@@EOL@@細工手裏剣ストックを1消費@@EOL@@※画面中央で発動した際の数値
kimberly,キンバリー,必殺技,強細工手裏剣,（細工手裏剣ストックが1以上で） 22 + PH,128,137,44,181,,,"",450,始動補正10％,100,-400,-600,600,上・弾,細工手裏剣.jpg,細工手裏剣.mp4,18F目に飛び道具発射@@EOL@@細工手裏剣ストックを1消費@@EOL@@※画面中央で発動した際の数値
kimberly,キンバリー,必殺技,弱乱れ細工手裏剣,（細工手裏剣ストックが2以上で） 22 + PLPM,,,44,0,,,"",450,始動補正10％,100,-400,-600,600,上・弾,乱れ細工手裏剣.jpg,乱れ細工手裏剣.mp4,18F目に飛び道具2つ発射（弱版+中版）@@EOL@@細工手裏剣ストックを2消費@@EOL@@※飛び道具の性能は各強度の【細工手裏剣】と同等
kimberly,キンバリー,必殺技,中乱れ細工手裏剣,（細工手裏剣ストックが2以上で） 22 + PLPH,,,44,0,,,"",450,始動補正10％,100,-400,-600,600,上・弾,乱れ細工手裏剣.jpg,乱れ細工手裏剣.mp4,18F目に飛び道具2つ発射（弱版+強版）@@EOL@@細工手裏剣ストックを2消費@@EOL@@※飛び道具の性能は各強度の【細工手裏剣】と同等
kimberly,キンバリー,必殺技,強乱れ細工手裏剣,（細工手裏剣ストックが2以上で） 22 + PMPH,,,44,0,,,"",450,始動補正10％,100,-400,-600,600,上・弾,乱れ細工手裏剣.jpg,乱れ細工手裏剣.mp4,18F目に飛び道具2つ発射（中版+強版）@@EOL@@細工手裏剣ストックを2消費@@EOL@@※飛び道具の性能は各強度の【細工手裏剣】と同等
kimberly,キンバリー,必殺技,荒鵺捻り,（ジャンプ中に）（近距離で）236 + P,5,7,20,27,,,"",1440,"",200,0,-1000,2500,投,荒鵺捻り.jpg,荒鵺捻り.mp4,■クラシック操作@@EOL@@パニッシュカウンター時個別ダメージ（1656）@@EOL@@@@EOL@@■モダン操作時@@EOL@@パニッシュカウンター時個別ダメージ（1656）@@EOL@@※簡易入力時（1324）
kimberly,キンバリー,必殺技,OD荒鵺捻り,（ジャンプ中に）（近距離で）236 + PP,5,7,20,27,,,"",900,始動補正20％コンボ補正20％,0,0,-1000,1000,投,荒鵺捻り.jpg,荒鵺捻り.mp4,■クラシック操作@@EOL@@パニッシュカウンター時個別ダメージ（1035）@@EOL@@@@EOL@@■モダン操作時@@EOL@@パニッシュカウンター時個別ダメージ（1035）@@EOL@@※簡易入力時（828）
kimberly,キンバリー,スーパーアーツ,SA1武神乱拍子,236236 + K,10,24,40,64,,-25,"",1800,"",0,-250,-500,0,上,武神乱拍子.jpg,武神乱拍子.mp4,1-14F　打撃・投げに対して無敵@@EOL@@最低保障ダメージ30％@@EOL@@カウンター/パニッシュカウンターで数値が変動しない
kimberly,キンバリー,スーパーアーツ,SA1武神乱拍子・雷譜,（細工手裏剣ストックが1以上で） ホールド236236 + K,10,24,40,64,,-25,"",2200,"",0,-250,-500,0,上,武神乱拍子・雷譜.jpg,武神乱拍子・雷譜.mp4,1-14F　打撃・投げに対して無敵@@EOL@@細工手裏剣ストックを1消費@@EOL@@最低保障ダメージ30％@@EOL@@カウンター/パニッシュカウンターで数値が変動しない
kimberly,キンバリー,スーパーアーツ,SA2武神天翔亢竜,214214 + P,13,20,39,59,,-25,"",2800,"",0,-500,-1000,0,上,武神天翔亢竜.jpg,武神天翔亢竜.mp4,1F　完全無敵@@EOL@@1-20F　空中判定@@EOL@@最低保障ダメージ40％@@EOL@@カウンター/パニッシュカウンターで数値が変動しない
kimberly,キンバリー,スーパーアーツ,SA2空中武神天翔亢竜,（前ジャンプ中に）214214 + P,13,13,39,52,,,"",2800,"",0,-500,-1000,0,上,空中武神天翔亢竜.jpg,空中武神天翔亢竜.mp4,1F　完全無敵@@EOL@@1F～　空中判定@@EOL@@最低保障ダメージ40％@@EOL@@カウンター/パニッシュカウンターで数値が変動しない
kimberly,キンバリー,スーパーアーツ,SA3武神顕現神楽,236236 + P,8,13,51,64,,-35,"",4000,※即時補正10%,0,-750,-1500,0,上,武神顕現神楽.jpg,武神顕現神楽.mp4,1-13F　完全無敵@@EOL@@1F目に以下のパワーアップ効果が発動し、試合終了まで継続@@EOL@@・攻撃力111％@@EOL@@・歩き速度アップ@@EOL@@最低保障ダメージ50％@@EOL@@カウンター/パニッシュカウンターで数値が変動しない@@EOL@@※必殺技キャンセル時のみ適用@@EOL@@
kimberly,キンバリー,スーパーアーツ,CA武神顕現神楽,（体力25%以下で）236236 + P,8,13,51,64,,-35,"",4500,※即時補正10%,0,-1000,-2000,0,上,武神顕現神楽.jpg,武神顕現神楽.mp4,1-13F　完全無敵@@EOL@@1F目に以下のパワーアップ効果が発動し、試合終了まで継続@@EOL@@・攻撃力111％@@EOL@@・歩き速度アップ@@EOL@@最低保障ダメージ50％@@EOL@@カウンター/パニッシュカウンターで数値が変動しない@@EOL@@※必殺技キャンセル時のみ適用@@EOL@@
kimberly,キンバリー,通常投げ,縄掛背負い,（近距離で） N or 6 + PLKL,5,7,23,30,,,"",1082,即時補正20％,200,0,-1000,2000,投,縄掛背負い.jpg,縄掛背負い.mp4,パニッシュカウンター時以下の性能変化@@EOL@@・ダメージ1838@@EOL@@・SAゲージ4000増加@@EOL@@・ハードノックダウン
kimberly,キンバリー,通常投げ,鍾打巴,（近距離で） 4 + PLKL,5,7,23,30,,,"",1082,即時補正20％,200,0,-1000,2000,投,鍾打巴.jpg,鍾打巴.mp4,パニッシュカウンター時以下の性能変化@@EOL@@・ダメージ1839@@EOL@@・SAゲージ4000増加@@EOL@@・ハードノックダウン
kimberly,キンバリー,共通システム,前方ステップ,66,,,18,0,,,"",0,"",0,0,0,0,"",,,""
kimberly,キンバリー,共通システム,後方ステップ,44,,,23,0,,,"",0,"",0,0,0,0,"",,,1-15F 投げ無敵
kimberly,キンバリー,共通システム,ドライブインパクト（不動咎）,PHKH,26,27,35,62,,-3,"",720,始動補正20%,0,-500,-1500,0,上,ドライブインパクト（不動咎）.jpg,ドライブインパクト（不動咎）.mp4,1-27F　 アーマー判定（2回）@@EOL@@ヒットバックでステージ端に到達すると壁やられが発生@@EOL@@パニッシュカウンター、もしくはアーマー成立後にヒットで以下の性能変化@@EOL@@・地上ヒット膝崩れ@@EOL@@・空中ヒット吹き飛び時間増加@@EOL@@・SAゲージ3000増加
kimberly,キンバリー,共通システム,[ガード時]ドライブリバーサル（転）,（ガード中 or ドライブパリィ成立中に） 6 + PHKH,20,22,26,48,,-6,"",500,"",0,0,0,0,上,ドライブリバーサル（転）.jpg,ドライブリバーサル（転）.mp4,リカバリアブルダメージ@@EOL@@1-22F 完全無敵@@EOL@@ヒット時硬直5F増加
kimberly,キンバリー,共通システム,[起き上がり時]ドライブリバーサル（転）,（起き上がり時に） 6 + PHKH,18,20,26,46,,-6,"",500,"",0,0,0,0,上,ドライブリバーサル（転）.jpg,ドライブリバーサル（転）.mp4,リカバリアブルダメージ@@EOL@@1-20F 完全無敵@@EOL@@ヒット時硬直5F増加
kimberly,キンバリー,共通システム,ドライブパリィ,PMKM,1,12,33,45,,,※,0,"",0,0,0,0,"",ドライブパリィ.jpg,ドライブパリィ.mp4,※1 動作の4F目からドライブラッシュでキャンセル可@@EOL@@※2 ボタンホールドでパリィの持続を延長可@@EOL@@硬直部分はガードのみ可@@EOL@@動作中常に被パニッシュカウンター判定
kimberly,キンバリー,共通システム,ジャストパリィ（打撃）,PMKM,1,,1,0,,,"",0,始動補正50％,0,0,0,0,"",,,パリィを入力したフレーム、もしくはその次のフレームで攻撃を受けると成立する@@EOL@@硬直終了から5Fの間完全無敵@@EOL@@（パリィを継続した場合は無敵にならない）@@EOL@@ジャストパリィを取られた側はキャンセルが出来なくなり、動作終了まで強制パニッシュカウンター@@EOL@@
kimberly,キンバリー,共通システム,ジャストパリィ（飛び道具）,PMKM,1,,10,0,,,"",0,始動補正50％,0,0,0,0,"",,,パリィを入力したフレーム、もしくはその次のフレームで攻撃を受けると成立する@@EOL@@暗転演出が入らない@@EOL@@ジャストパリィを取られた側はキャンセルが出来なくなり、動作終了まで強制パニッシュカウンター@@EOL@@@@EOL@@
kimberly,キンバリー,共通システム,パリィドライブラッシュ,（ドライブパリィ中に）66,,,45,0,,,※,0,乗算補正15％,0,0,0,0,"",パリィドライブラッシュ.jpg,パリィドライブラッシュ.mp4,暗転10F@@EOL@@※動作9F目から攻撃行動にキャンセル可@@EOL@@　24F目からパリィ以外の行動でキャンセル可
kimberly,キンバリー,共通システム,キャンセルドライブラッシュ,（必殺技キャンセル可能な攻撃ヒット中に） ( ) 66 or N or 6 + PMKM,,,46,0,,,※,0,乗算補正15％,0,0,0,0,"",キャンセルドライブラッシュ.jpg,キャンセルドライブラッシュ.mp4,暗転9F@@EOL@@※動作10F目から攻撃行動にキャンセル可@@EOL@@　25F目からパリィ以外の行動でキャンセル可
juri,ジュリ,通常技,立ち弱P（首甲殺）,PL,4,7,7,14,5,-2,C,300,始動補正20%,25,-50,-200,300,上,,,連打キャンセル対応
juri,ジュリ,通常技,[チェーンコンボ]立ち弱P（首甲殺）,PL,4,7,7,14,5,-2,C,100,始動補正20%,6,-12,-50,0,上,,,連打キャンセル対応@@EOL@@空中ヒット時吹き飛びダウン
juri,ジュリ,通常技,立ち弱K（微弄脚）,KL,5,7,9,16,2,-3,C,300,始動補正20%,25,-50,-200,300,上,,,""
juri,ジュリ,通常技,[チェーンコンボ]立ち弱K（微弄脚）,KL,5,7,9,16,2,-3,C,100,始動補正20%,6,-12,-50,0,上,,,空中ヒット時吹き飛びダウン
juri,ジュリ,通常技,立ち中P（胸破殺）,PM,6,9,12,21,7,2,C,600,"",150,-300,-400,500,上,,,""
juri,ジュリ,通常技,[チェーンコンボ]立ち中P（胸破殺）,PM,6,9,12,21,7,2,C,400,"",37,-75,-100,0,上,,,空中ヒット時吹き飛びダウン
juri,ジュリ,通常技,立ち中K（伸腿蹴）,KM,5,10,17,27,3,-4,C,700,"",200,-400,-600,1050,上,,,""
juri,ジュリ,通常技,[チェーンコンボ]立ち中K（伸腿蹴）,KM,5,10,17,27,3,-4,C,500,"",50,-100,-150,0,上,,,空中ヒット時吹き飛びダウン
juri,ジュリ,通常技,立ち強P（蜘殺）,PH,10,12,24,36,-1,-5,C,800,"",200,-500,-800,1000,上,,,強制立ち効果
juri,ジュリ,通常技,[チェーンコンボ]立ち強P（蜘殺）,PH,10,12,24,36,,-5,C,600,"",50,-125,-200,0,上,,,""
juri,ジュリ,通常技,立ち強K（空耀脚）,KH,17,20,19,39,2,-3,"",900,始動補正20%,400,-600,-1000,1000,上,,,パニッシュカウンター、空中カウンター/パニッシュカウンター時吹き飛びダウン@@EOL@@空中パニッシュカウンター時吹き飛び時間延長
juri,ジュリ,通常技,[チェーンコンボ]立ち強K（空耀脚）,KH,17,20,19,39,,-3,C,700,始動補正20%,100,-150,-250,0,上,,,""
juri,ジュリ,通常技,しゃがみ弱P（狙腓打）,2 + PL,4,6,8,14,4,-1,C,300,始動補正20%,25,-50,-200,300,上,,,連打キャンセル対応
juri,ジュリ,通常技,[チェーンコンボ]しゃがみ弱P（狙腓打）,2 + PL,4,6,8,14,4,-1,C,100,始動補正20%,6,-12,-50,0,上,,,連打キャンセル対応@@EOL@@空中ヒット時吹き飛びダウン
juri,ジュリ,通常技,しゃがみ弱K（踵打）,2 + KL,5,7,8,15,3,-1,"",200,始動補正20%,25,-50,-200,300,下,,,連打キャンセル対応
juri,ジュリ,通常技,[チェーンコンボ]しゃがみ弱K（踵打）,2 + KL,5,7,8,15,3,-1,C,100,始動補正20%,6,-12,-50,0,下,,,連打キャンセル対応@@EOL@@空中ヒット時吹き飛びダウン
juri,ジュリ,通常技,しゃがみ中P（妖撞）,2 + PM,6,9,14,23,5,-2,C,600,"",150,-300,-400,500,上,,,""
juri,ジュリ,通常技,[チェーンコンボ]しゃがみ中P（妖撞）,2 + PM,6,9,14,23,5,-2,C,400,"",37,-75,-100,0,上,,,空中ヒット時吹き飛びダウン
juri,ジュリ,通常技,しゃがみ中K（剥影脚）,2 + KM,8,10,19,29,1,-6,C,500,始動補正20%,100,-200,-400,600,下,,,""
juri,ジュリ,通常技,[チェーンコンボ]しゃがみ中K（剥影脚）,2 + KM,8,10,19,29,1,-6,C,300,始動補正20%,25,-50,-100,0,下,,,空中ヒット時吹き飛びダウン
juri,ジュリ,通常技,しゃがみ強P（穿開脚）,2 + PH,8,11,23,34,3,-11,C,900,"",200,-500,-800,1000,上,,,@@EOL@@強制立ち効果@@EOL@@空中パニッシュカウンター時吹き飛びダウン
juri,ジュリ,通常技,[チェーンコンボ]しゃがみ強P（穿開脚）,2 + PH,8,11,23,34,,-11,C,700,"",50,-125,-200,0,上,,,ヒット時ジャンプキャンセル可
juri,ジュリ,通常技,しゃがみ強K（刈脚）,2 + KH,10,12,23,35,,-11,"",900,"",300,-400,-1000,1000,下,,,カウンター/パニッシュカウンター時ダウン時間延長
juri,ジュリ,通常技,[チェーンコンボ]しゃがみ強K（刈脚）,2 + KH,10,12,23,35,,-11,C,700,"",75,-100,-250,0,下,,,カウンター/パニッシュカウンター時ダウン時間延長
juri,ジュリ,通常技,ジャンプ弱P（空形殺）,（ジャンプ中に）PL,5,10,3,13,,,"",300,"",50,-150,-200,300,中,,,""
juri,ジュリ,通常技,[チェーンコンボ]ジャンプ弱P（空形殺）,（ジャンプ中に）PL,5,10,3,13,,,C,100,"",12,-37,-50,0,中,,,空中ヒット時吹き飛びダウン
juri,ジュリ,通常技,ジャンプ弱K（膝空打）,（ジャンプ中に）KL,4,9,3,12,,,"",300,"",50,-150,-200,300,中,,,めくり性能
juri,ジュリ,通常技,[チェーンコンボ]ジャンプ弱K（膝空打）,（ジャンプ中に）KL,4,9,3,12,,,C,100,"",12,-37,-50,0,中,,,めくり性能@@EOL@@空中ヒット時吹き飛びダウン
juri,ジュリ,通常技,ジャンプ中P（空洛刃）,（ジャンプ中に）PM,7,11,3,14,,,C,500,"",100,-250,-400,500,中,,,空中ヒット時吹き飛びダウン
juri,ジュリ,通常技,[チェーンコンボ]ジャンプ中P（空洛刃）,（ジャンプ中に）PM,7,11,3,14,,,C,300,"",25,-62,-100,0,中,,,空中ヒット時吹き飛びダウン
juri,ジュリ,通常技,ジャンプ中K（被陰脚）,（ジャンプ中に）KM,6,11,3,14,,,"",500,"",100,-250,-400,500,中,,,めくり性能
juri,ジュリ,通常技,[チェーンコンボ]ジャンプ中K（被陰脚）,（ジャンプ中に）KM,6,11,3,14,,,C,300,"",25,-62,-100,0,中,,,めくり性能@@EOL@@空中ヒット時吹き飛びダウン
juri,ジュリ,通常技,ジャンプ強P（空震脚）,（ジャンプ中に）PH,12,17,3,20,,,"",900,"",200,-400,-500,1000,中,,,めくり性能@@EOL@@叩きつけダウン
juri,ジュリ,通常技,[チェーンコンボ]ジャンプ強P（空震脚）,（ジャンプ中に）PH,12,17,3,20,,,C,700,"",50,-100,-125,0,中,,,めくり性能@@EOL@@叩きつけダウン
juri,ジュリ,通常技,ジャンプ強K（玄空蹴）,（ジャンプ中に）KH,10,15,3,18,,,"",800,"",200,-400,-500,1000,中,,,""
juri,ジュリ,通常技,[チェーンコンボ]ジャンプ強K（玄空蹴）,（ジャンプ中に）KH,10,15,3,18,,,C,600,"",50,-100,-125,0,中,,,空中ヒット時吹き飛びダウン
juri,ジュリ,通常技,垂直ジャンプ強K（横圧殺）,（垂直ジャンプ中に）KH,10,13,3,16,,,"",800,"",200,-400,-500,1000,中,,,""
juri,ジュリ,通常技,[チェーンコンボ]垂直ジャンプ強K（横圧殺）,（垂直ジャンプ中に）KH,10,13,3,16,,,C,600,"",50,-100,-125,0,中,,,空中ヒット時吹き飛びダウン
juri,ジュリ,特殊技,狂背掌,6 + PM,8,10,17,27,4,-3,C,600,"",150,-300,-400,500,上,狂背掌.jpg,狂背掌.mp4,""
juri,ジュリ,特殊技,[チェーンコンボ]狂背掌,6 + PM,8,10,17,27,4,-3,C,400,"",37,-75,-100,0,上,狂背掌.jpg,狂背掌.mp4,空中ヒット時吹き飛びダウン
juri,ジュリ,特殊技,殲廻脚,6 + KM,21,22,23,45,2,-3,"",600,"",150,-250,-500,700,中,殲廻脚.jpg,殲廻脚.mp4,※空振り時硬直2F増加
